System_Name,source_id_1,ra_1,dec_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,parallax_1,parallax_error_1,phot_g_mean_mag_1,phot_g_mean_flux_1,phot_g_mean_flux_error_1,phot_bp_mean_mag_1,phot_bp_mean_flux_1,phot_bp_mean_flux_error_1,phot_rp_mean_mag_1,phot_rp_mean_flux_1,phot_rp_mean_flux_error_1,u_sdss_1,g_sdss_1,r_sdss_1,i_sdss_1,z_sdss_1,e_u_sdss_1,e_g_sdss_1,e_r_sdss_1,e_i_sdss_1,e_z_sdss_1,u_smap_1,v_smap_1,g_smap_1,r_smap_1,i_smap_1,z_smap_1,e_u_smap_1,e_v_smap_1,e_g_smap_1,e_r_smap_1,e_i_smap_1,e_z_smap_1,g_pstarr_1,r_pstarr_1,i_pstarr_1,z_pstarr_1,y_pstarr_1,e_g_pstarr_1,e_r_pstarr_1,e_i_pstarr_1,e_z_pstarr_1,e_y_pstarr_1,j_tmass_1,h_tmass_1,ks_tmass_1,e_j_tmass_1,e_h_tmass_1,e_ks_tmass_1,LoggH_1,e_LoggH_upper_1,e_LoggH_lower_1,TeffH_1,e_TeffH_upper_1,e_TeffH_lower_1,MassH_1,e_MassH_upper_1,e_MassH_lower_1,cool_ageH_1,e_cool_ageH_upper_1,e_cool_ageH_lower_1,init_mass_1,e_init_mass_upper_1,e_init_mass_lower_1,tot_age_1,e_tot_age_upper_1,e_tot_age_lower_1,sp_type_1,sp_type_source_1,source_id_2,ra_2,dec_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,parallax_2,parallax_error_2,phot_g_mean_mag_2,phot_g_mean_flux_2,phot_g_mean_flux_error_2,phot_bp_mean_mag_2,phot_bp_mean_flux_2,phot_bp_mean_flux_error_2,phot_rp_mean_mag_2,phot_rp_mean_flux_2,phot_rp_mean_flux_error_2,u_sdss_2,g_sdss_2,r_sdss_2,i_sdss_2,z_sdss_2,e_u_sdss_2,e_g_sdss_2,e_r_sdss_2,e_i_sdss_2,e_z_sdss_2,u_smap_2,v_smap_2,g_smap_2,r_smap_2,i_smap_2,z_smap_2,e_u_smap_2,e_v_smap_2,e_g_smap_2,e_r_smap_2,e_i_smap_2,e_z_smap_2,g_pstarr_2,r_pstarr_2,i_pstarr_2,z_pstarr_2,y_pstarr_2,e_g_pstarr_2,e_r_pstarr_2,e_i_pstarr_2,e_z_pstarr_2,e_y_pstarr_2,j_tmass_2,h_tmass_2,ks_tmass_2,e_j_tmass_2,e_h_tmass_2,e_ks_tmass_2,LoggH_2,e_LoggH_upper_2,e_LoggH_lower_2,TeffH_2,e_TeffH_upper_2,e_TeffH_lower_2,MassH_2,e_MassH_upper_2,e_MassH_lower_2,cool_ageH_2,e_cool_ageH_upper_2,e_cool_ageH_lower_2,init_mass_2,e_init_mass_upper_2,e_init_mass_lower_2,tot_age_2,e_tot_age_upper_2,e_tot_age_lower_2,sp_type_2,sp_type_source_2,sep_AU,wtd_par,e_wtd_par,R_chance_align
WDWD Gaia EDR3 3440211251534278656,3440211251534278656,95.3667204,33.2173671,22.098,0.304,1.205,0.272,6.235,0.253,18.7968,570.46,1.72,18.9900,346.26,10.09,18.6852,266.13,14.49,,,,,,,,,,,,,,,,,,,,,,,18.86800,18.85590,18.92660,19.02850,19.12140,0.01369,0.00506,0.00669,0.00575,0.05062,,,,,,,8.063,0.088,0.089,8915,338,369,0.635,0.053,0.056,0.9243,0.0265,0.0286,2.110,0.731,1.146,2.1705,11.7780,0.7094,,,3440211251534277376,95.3642369,33.2175694,21.592,0.323,1.314,0.249,6.006,0.275,18.9686,486.99,1.46,19.1802,290.63,8.21,18.7380,253.49,8.90,,,,,,,,,,,,,,,,,,,,,,,19.08760,19.02440,19.07110,19.16930,19.23450,0.00852,0.00477,0.00418,0.02181,0.04775,,,,,,,8.028,0.086,0.083,8360,295,313,0.612,0.051,0.052,1.0345,0.0291,0.0343,1.393,1.199,0.586,4.7191,20.4017,2.9829,,,1225.8643108,6.130,0.186,0.0002453586822949205
WDWD Gaia EDR3 3457812852147627776,3457813608061868160,89.2910647,38.5809879,-16.374,0.354,-48.930,0.221,5.599,0.299,19.2766,366.70,1.02,19.3928,238.94,6.41,19.0076,197.75,8.75,,,,,,,,,,,,,,,,,,,,,,,19.39640,19.32870,19.36810,19.47060,19.52690,0.00854,0.01882,0.00889,0.04642,0.05051,,,,,,,8.112,0.096,0.091,8788,363,373,0.665,0.060,0.058,1.0311,0.0354,0.0384,2.609,0.493,1.332,1.7193,4.2079,0.2744,,,3457812852147627776,89.2936810,38.5826811,-16.115,0.252,-48.114,0.157,5.307,0.228,18.8628,536.80,1.15,18.9729,351.78,8.59,18.6949,263.75,10.65,,,,,,,,,,,,,,,,,,,,,,,18.90660,18.95570,19.03180,19.21280,19.18700,0.00810,0.00554,0.03016,0.00662,0.03787,,,,,,,8.095,0.086,0.086,9798,394,441,0.657,0.053,0.055,0.7575,0.0172,0.0178,2.494,0.517,1.277,1.5388,4.9938,0.3299,,,1765.3907472,5.415,0.181,4.018354563225176e-05
WDWD Gaia EDR3 3459879109378112768,3459879109378112768,181.1641768,-37.4761042,22.578,0.533,-63.667,0.380,9.540,0.574,20.0674,177.01,0.76,20.3871,95.62,7.39,19.4023,137.48,7.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.223,0.260,0.239,5243,376,450,0.724,0.168,0.162,6.5491,0.7070,0.5032,3.101,0.951,2.282,6.9664,22.5427,0.5494,,,3459879113670941056,181.1630221,-37.4760979,21.199,0.622,-61.894,0.416,9.949,0.565,20.1071,170.64,0.75,20.4940,86.66,6.26,19.3864,139.51,6.65,,,,,,,,,,,,,,,19.6026,,,,,,0.0245,,,,,,,,,,,,,,,,,,7.801,0.244,0.206,4658,284,272,0.463,0.119,0.120,5.1550,1.2871,1.2620,-0.040,1.037,1.040,nan,nan,nan,,,338.4210635,9.748,0.403,2.5364499336643316e-05
WDWD Gaia EDR3 3460104577978512640,3460104646697990528,179.0579376,-38.8701419,-97.477,0.458,-24.943,0.360,9.496,0.479,19.9397,199.10,0.73,20.3727,96.90,5.65,19.3643,142.38,7.01,,,,,,,,,,,,,,,19.6907,,,,,,0.0254,,,,,,,,,,,,,,,,,,8.067,0.132,0.127,5307,206,222,0.624,0.082,0.083,4.8033,0.5311,0.3288,1.791,1.181,1.160,6.4942,52.7951,1.2641,,,3460104577978512640,179.0601532,-38.8720107,-98.131,0.213,-25.072,0.163,8.976,0.211,18.8372,549.64,0.99,19.0660,322.88,5.69,18.4179,340.42,8.87,,,,,,,,,,,,,,,18.7398,18.7761,,,,,0.0402,0.0259,,,,,,,,,,,,,,,,,7.914,0.119,0.116,6590,259,286,0.541,0.066,0.069,1.6164,0.0949,0.1111,0.632,0.644,0.600,55.9068,nan,49.3698,,,1010.4868809,9.060,0.193,4.793852721131551e-06
WDWD Gaia EDR3 3468008520393348480,3468008524687089792,185.7601731,-34.1345908,-186.779,0.895,-138.925,0.796,13.493,0.710,20.2668,147.31,0.63,20.7631,67.64,8.44,19.6675,107.68,10.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.562,0.321,0.263,4976,530,540,0.950,0.217,0.158,9.4406,1.8920,0.7870,4.870,2.468,1.415,9.5631,1.9007,0.7906,,,3468008520393348480,185.7599176,-34.1339639,-188.470,0.752,-141.658,0.584,11.807,0.617,20.2347,151.72,0.65,20.6108,77.82,7.30,19.4027,137.43,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.212,0.300,0.276,4520,453,433,0.714,0.190,0.188,9.6020,1.4121,0.4165,3.032,1.219,2.528,10.0459,93.4610,0.4966,,,190.0516148,12.532,0.465,4.760821060244099e-08
WDWD Gaia EDR3 3471035647702731648,3471035651997200384,189.8934155,-29.5931589,-29.047,0.202,-5.300,0.152,9.309,0.178,18.5712,702.19,1.24,18.7114,447.57,8.71,18.3717,355.20,7.87,,,,,,,,,,,,,18.4963,18.5153,18.5856,,,,0.0659,0.0229,0.0497,,18.69830,18.64220,18.67420,18.73000,18.75170,0.00501,0.00724,0.00983,0.01331,0.01995,,,,,,,8.337,0.041,0.040,8089,162,168,0.809,0.027,0.026,1.9744,0.0784,0.0929,3.528,0.116,0.116,2.2619,0.0829,0.0962,,,3471035647702731648,189.8922194,-29.5930098,-28.832,0.121,-2.554,0.090,9.601,0.107,17.7373,1513.59,1.67,17.8442,994.76,10.84,17.5740,740.58,10.12,,,,,,,,,,,18.2320,17.9203,17.7997,17.8713,17.9268,17.9802,0.0351,0.0298,0.0143,0.0367,0.0391,0.0292,17.81080,17.83070,17.88450,17.98860,18.07810,0.00567,0.00852,0.00447,0.01083,0.01483,,,,,,,8.071,0.038,0.038,9156,137,145,0.641,0.022,0.022,0.8729,0.0115,0.0120,2.219,0.349,0.631,1.9599,1.3148,0.3685,,,397.2034632,9.523,0.092,1.444605307868985e-06
WDWD Gaia EDR3 3471333924591455872,3471333928886109568,188.0548419,-30.0444740,-41.329,0.296,-103.862,0.220,11.138,0.270,19.0786,440.06,1.09,19.3769,242.48,10.28,18.6339,279.00,11.51,,,,,,,,,,,,,,,,,,,,,,,19.35850,19.04030,18.93620,18.93490,18.88990,0.02482,0.01073,0.01256,0.02282,0.02092,,,,,,,8.216,0.040,0.039,6104,93,94,0.724,0.026,0.026,3.7254,0.1676,0.1581,3.102,0.136,0.193,4.1423,0.1885,0.1658,,,3471333924591455872,188.0541189,-30.0455353,-40.697,0.049,-104.081,0.035,11.204,0.045,15.7506,9434.32,5.53,15.6921,7220.92,18.96,15.8879,3499.54,12.12,,,,,,,,,,,,,,,,,,,,,,,15.68500,15.91410,16.22980,16.45080,16.61300,0.00080,0.00673,0.00247,0.00429,0.01000,16.192,16.109,15.323,0.095,0.193,0.000,7.934,0.038,0.038,17188,398,416,0.581,0.016,0.017,0.1097,0.0038,0.0039,0.979,0.161,0.148,12.4112,9.5153,5.1212,,,395.9453638,11.203,0.044,1.8578259804517134e-05
WDWD Gaia EDR3 3472176704549793664,3472176704549793664,188.7579157,-28.0842585,37.808,0.366,-22.029,0.206,5.031,0.352,19.2076,390.76,1.07,19.1953,286.61,12.44,19.0596,188.50,7.66,,,,,,,,,,,,,18.9705,,,,,,0.0561,,,,19.26840,19.23380,19.35140,19.41880,,0.00957,0.01839,0.01248,0.05097,,,,,,,,8.231,0.158,0.145,9853,701,783,0.743,0.102,0.096,0.9115,0.0441,0.0412,3.201,0.483,0.874,1.2901,0.5767,0.1303,,,3472176700254562304,188.7585031,-28.0867625,37.787,0.469,-21.932,0.272,4.896,0.414,19.6509,259.78,0.90,19.9122,148.10,6.53,19.3336,146.46,7.26,,,,,,,,,,,,,,,,,,,,,,,19.75540,19.64620,19.66440,19.70990,19.66680,0.03162,0.01755,0.02220,0.00362,0.04338,,,,,,,7.838,0.137,0.124,7289,367,381,0.500,0.071,0.071,1.1379,0.0417,0.0521,0.283,0.614,0.615,482.8891,nan,465.0642,,,1850.5991846,4.974,0.268,7.042359086402795e-05
WDWD Gaia EDR3 3473461685749484800,3473460277000215936,181.5234971,-30.6346458,-55.316,0.807,-21.511,0.445,6.282,0.710,20.2662,147.40,0.76,20.4738,88.29,9.17,19.6166,112.85,7.66,,,,,,,,,,,,,20.7013,20.2753,,,,,0.0164,0.0378,,,,20.25080,,20.16460,19.78020,,0.09831,,0.04270,0.10305,,,,,,,8.009,0.140,0.129,5541,218,237,0.590,0.083,0.082,3.0969,0.3261,0.6534,1.063,1.650,0.712,12.2901,109.1443,8.6020,,,3473461685749484800,181.5300206,-30.6398573,-55.428,0.345,-21.992,0.149,6.836,0.356,19.2334,381.58,0.79,19.4649,223.59,6.10,18.9009,218.17,6.50,,,,,,,,,,,,,19.3880,19.2225,19.0769,,,,0.0083,0.0137,0.0211,,,19.24890,,19.27120,19.26440,,0.04096,,0.04663,0.08431,,,,,,,7.870,0.116,0.121,6883,287,333,0.517,0.062,0.070,1.3664,0.0568,0.0749,0.425,0.536,0.611,140.4031,nan,125.9136,,,4100.3777568,6.725,0.318,0.00039622217766482334
WDWD Gaia EDR3 3481479706793852928,3481479706793852928,172.4652769,-31.3788066,-296.162,0.191,219.728,0.122,13.900,0.165,18.4444,789.19,1.48,18.8099,408.75,8.64,17.9006,548.17,9.30,,,,,,,,,,,,,,,18.2107,18.2200,,,,,0.0298,0.0178,,,,,,,,,,,,,,,,,7.817,0.057,0.055,5518,92,91,0.480,0.030,0.030,2.2369,0.0656,0.0745,0.108,0.265,0.265,3020.1776,nan,2832.0501,,,3481479706793358848,172.4724986,-31.3776397,-297.061,0.341,219.713,0.219,14.200,0.301,19.3512,342.35,0.92,19.9765,139.58,6.56,18.6336,279.08,7.53,,,,,,,,,,,,,,,18.9967,,,,,,0.0208,,,,,,,,,,,,,,,,,,7.705,0.110,0.103,4435,132,125,0.413,0.053,0.054,5.0260,0.6326,0.6720,-0.477,0.456,0.468,nan,nan,nan,,,1617.0910966,13.970,0.145,5.185330961930303e-10
WDWD Gaia EDR3 3488079521042093440,3488079521042093440,183.0549581,-26.7256227,2.013,0.122,0.083,0.126,5.647,0.115,17.6801,1595.57,1.75,17.6345,1206.70,11.07,17.7919,605.89,6.63,,,,,,,,,,,17.5419,,17.5879,17.7790,18.1186,18.4665,0.0155,,0.0320,0.0686,0.0087,0.0201,17.56780,17.82310,18.10760,18.35190,18.48700,0.01807,0.00348,0.01211,0.01206,0.03086,,,,,,,8.276,0.038,0.038,18388,626,633,0.787,0.025,0.025,0.1745,0.0070,0.0078,3.432,0.109,0.131,0.4841,0.0387,0.0265,,,3488079525337862144,183.0541044,-26.7239954,3.264,0.530,0.865,0.579,5.789,0.506,20.0396,181.60,0.65,20.2883,104.74,7.21,19.6091,113.63,6.64,,,,,,,,,,,,,,,,,,,,,,,20.31120,20.00420,19.95480,19.97520,19.92400,0.06726,0.02223,0.02321,0.04185,0.06739,,,,,,,8.014,0.084,0.080,6504,205,220,0.598,0.050,0.050,1.9360,0.0910,0.0906,1.162,1.196,0.461,8.6889,31.5826,5.8365,,,1144.1820232,5.654,0.112,9.362930329472496e-06
WDWD Gaia EDR3 3489525241393325696,3489529055324313728,180.4541315,-24.6602436,60.219,0.888,-31.587,0.541,4.796,0.731,20.4411,125.46,0.67,20.7538,68.22,5.23,20.0590,75.09,4.27,,,,,,,,,,,,,20.6593,20.4179,,,,,0.0202,0.0212,,,20.72320,20.37490,20.29830,20.23260,19.82250,0.04438,0.03668,0.03187,0.05686,0.20802,,,,,,,8.060,0.179,0.170,6104,336,397,0.625,0.107,0.110,2.4892,0.3345,0.6696,1.875,1.266,1.467,3.9991,149.6994,1.2948,,,3489525241393325696,180.5869181,-24.6977783,59.617,0.605,-30.340,0.392,5.765,0.530,20.0927,172.93,0.65,20.4047,94.09,6.07,19.7347,101.22,6.20,,,,,,,,,,,,,20.3799,20.2401,20.1940,,,,0.0155,0.0163,0.0583,,20.39840,20.12510,20.02470,20.00730,19.81850,0.03198,0.04444,0.01546,0.04386,0.05199,,,,,,,7.952,0.158,0.149,6313,324,374,0.561,0.089,0.092,1.9015,0.1650,0.1964,0.809,1.568,0.800,25.7711,nan,22.9743,,,83753.1939401,5.431,0.429,1.080261761517753
WDWD Gaia EDR3 3496676671179418624,3496676465020986752,192.1952394,-26.0087719,-17.831,1.477,24.821,1.156,5.373,1.036,20.5511,113.38,0.95,20.8177,64.32,7.21,20.2475,63.12,8.10,,,,,,,,,,,,,20.6582,20.5948,,,,,0.0606,0.0795,,,20.68350,20.50000,20.67560,20.62460,20.12680,0.03502,0.04051,0.02878,0.05817,0.01245,,,,,,,8.401,0.244,0.256,7188,722,1045,0.850,0.163,0.165,3.1916,0.6116,0.2753,3.710,1.943,0.889,3.4415,0.6800,0.3206,,,3496676671179418624,192.1912118,-26.0062118,-19.655,1.210,24.706,0.815,4.640,0.849,20.4225,127.63,0.87,20.4478,90.43,7.63,19.7238,102.24,12.31,,,,,,,,,,,,,20.7102,20.4381,20.0702,,,,0.0127,0.0176,0.0143,,20.84330,20.43690,20.27520,20.24460,20.01670,0.03012,0.04154,0.03035,0.04116,0.07701,,,,,,,7.668,0.265,0.265,5762,388,476,0.408,0.114,0.142,1.6650,0.1547,0.2558,-0.520,0.988,1.236,nan,nan,nan,,,3234.4154510,4.935,0.657,0.09716301994537759
WDWD Gaia EDR3 349870033092068864,349870033092068864,28.9862967,45.6176607,143.043,0.352,-68.590,0.316,7.197,0.427,19.5694,280.02,0.98,19.9784,139.33,6.77,19.0467,190.75,9.77,,,,,,,,,,,,,,,,,,,,,,,19.96420,19.53880,19.39140,19.36210,19.36810,0.01650,0.01465,0.00922,0.01154,0.03000,,,,,,,7.706,0.121,0.117,5701,198,201,0.425,0.057,0.061,1.7749,0.0839,0.1170,-0.369,0.500,0.533,nan,nan,nan,,,349870823367372160,28.9790845,45.6262002,142.635,0.895,-68.224,0.882,8.096,0.937,20.5446,114.05,0.98,21.1487,47.42,7.80,19.8486,91.14,6.95,,,,,,,,,,,,,,,,,,,,,,,21.24800,20.47180,20.14880,19.96080,19.88300,0.08243,0.01565,0.01467,0.03432,0.08618,,,,,,,7.497,0.165,0.170,4485,176,181,0.320,0.062,0.076,3.3497,0.3840,0.4580,-1.287,0.539,0.660,nan,nan,nan,,,4856.8110558,7.352,0.389,9.240327930172617e-12
WDWD Gaia EDR3 3501835201781713152,3501835201781713152,190.4893372,-23.8244301,11.949,0.444,-28.525,0.307,5.566,0.404,19.8155,223.23,0.74,20.0401,131.64,6.72,19.6524,109.20,5.90,,,,,,,,,,,,,,,,,,,,,,,19.97290,19.85420,19.86490,19.85470,19.73290,0.00930,0.00685,0.02622,0.03118,0.07697,,,,,,,8.160,0.137,0.136,7375,423,484,0.692,0.087,0.090,1.7623,0.1279,0.2098,2.868,0.524,1.645,2.2856,5.1446,0.2926,,,3501844036527917568,190.6767440,-23.6483397,13.460,0.652,-27.813,0.361,5.437,0.567,19.8564,214.97,0.87,20.3900,95.37,9.87,19.4092,136.61,21.53,,,,,,,,,,,,,20.0919,19.8156,19.7153,,,,0.0264,0.0161,0.0460,,20.12200,19.85950,19.76100,19.77910,19.64470,0.02219,0.01692,0.01135,0.01889,0.03782,,,,,,,7.661,0.130,0.130,6116,237,265,0.408,0.058,0.065,1.4273,0.0615,0.0711,-0.524,0.503,0.565,nan,nan,nan,,,160261.6340116,5.522,0.329,1.174730961374643
WDWD Gaia EDR3 3512491599756520320,3512491599756520320,197.6238060,-15.6578569,-69.746,0.109,-46.723,0.123,7.245,0.097,17.1616,2572.14,3.01,17.1736,1844.92,13.22,17.2085,1036.99,9.95,,,,,,,,,,,17.5383,17.5047,17.0706,17.2911,17.5334,17.7048,0.0139,0.0513,0.0068,0.0163,0.0091,0.0126,17.08400,17.27840,17.50830,17.73630,17.84010,0.00229,0.00309,0.00446,0.00631,0.02675,,,,,,,7.822,0.038,0.038,12244,287,296,0.508,0.016,0.016,0.2884,0.0091,0.0095,0.353,0.138,0.138,98.4515,921.9828,2.0369,,,3512491737195475072,197.6441434,-15.6548007,-69.790,0.868,-47.141,0.855,7.468,0.725,20.0906,173.27,0.87,20.6506,75.02,6.90,19.3932,138.64,11.57,,,,,,,,,,,,,,,,,,,,,,,20.55980,20.06140,19.88890,19.81940,19.71400,0.02143,0.01613,0.01145,0.01968,0.03621,,,,,,,7.853,0.060,0.058,5350,86,90,0.499,0.033,0.033,2.6479,0.0745,0.0835,0.267,0.291,0.286,603.8229,nan,527.9822,,,9843.5857468,7.249,0.096,0.00018342714082597155
WDWD Gaia EDR3 3518367772147828096,3518367772147828096,183.8942118,-19.0637264,64.735,0.607,-98.874,0.590,9.047,0.555,20.1303,167.04,0.76,20.4297,91.95,7.28,19.5527,119.69,6.21,,,,,,,,,,,,,,,,,,,,,,,20.55550,20.06960,19.88880,19.84200,19.67100,0.03396,0.01133,0.01182,0.02917,0.06005,,,,,,,8.103,0.110,0.110,5413,178,200,0.648,0.070,0.072,4.6593,0.4289,0.3369,2.337,0.719,1.404,5.6003,13.6154,0.6084,,,3518367806506825472,183.9058580,-19.0657455,64.752,0.571,-99.402,0.523,7.379,0.552,20.1815,159.35,0.71,20.7130,70.83,5.87,19.5371,121.42,6.07,,,,,,,,,,,,,,,,,,,,,,,20.76790,20.14970,19.90920,19.83290,19.78760,0.04297,0.02114,0.02116,0.04307,0.03753,,,,,,,7.903,0.111,0.111,5012,146,158,0.523,0.062,0.067,4.5225,0.5390,0.5460,0.475,0.539,0.585,112.8880,nan,97.4901,,,4908.5146488,8.208,0.391,1.3809115288685345e-05
WDWD Gaia EDR3 3524537093236071424,3524537097531139968,194.6485378,-15.0510505,-2.598,0.657,-7.859,0.528,4.647,0.687,20.1024,171.39,0.99,20.1689,116.91,8.13,19.9115,86.02,9.87,,,,,,,,,,,,,,,,,,,,,,,20.15860,20.18450,20.31780,20.47170,,0.02461,0.02354,0.02407,0.03777,,,,,,,,8.775,0.142,0.142,10278,867,1112,1.086,0.083,0.074,2.2830,0.1832,0.1090,6.523,0.824,0.880,2.3446,0.1848,0.1099,,,3524537093236071424,194.6470085,-15.0506386,-3.119,0.282,-6.842,0.213,4.712,0.284,18.9152,511.52,1.45,18.9772,350.37,8.75,18.8425,230.24,11.20,,,,,,,,,,,,,,,19.0253,,,,,,0.0447,,18.92480,18.97880,19.13930,19.28230,19.31600,0.01567,0.00874,0.00850,0.01638,0.05851,,,,,,,8.006,0.137,0.129,9942,605,696,0.603,0.080,0.081,0.6440,0.0186,0.0190,1.232,1.575,0.756,6.1849,102.6028,4.9863,,,1173.7505882,4.702,0.263,1.0874278284489083e-05
WDWD Gaia EDR3 3529342272582000640,3529342272582738816,193.7017156,-11.8425050,27.406,0.745,-31.911,0.683,6.689,0.585,19.5264,291.33,1.18,19.1355,302.84,13.98,18.6089,285.49,24.88,,,,,,,,,,,,,,,18.7394,18.7371,,,,,0.0912,0.0752,19.14650,18.94310,19.02790,19.01390,19.00820,0.02711,0.02165,0.02119,0.02603,0.03587,,,,,,,7.639,0.105,0.105,6323,212,243,0.399,0.046,0.051,1.2886,0.0393,0.0396,-0.600,0.402,0.443,nan,nan,nan,,,3529342272582000640,193.7014702,-11.8426806,29.115,0.403,-28.253,0.280,7.272,0.323,19.4718,306.35,1.24,18.9893,346.49,20.34,18.5427,303.45,9.24,,,,,,,,,,,,,,,18.7394,18.7371,,,,,0.0912,0.0752,,,,,,,,,,,,,,,,,7.085,0.091,0.184,5326,262,276,0.200,0.000,0.053,1.0758,0.8076,0.1215,-2.327,0.000,0.461,nan,nan,nan,,,150.0966934,7.135,0.283,1.4991938483571585e-06
WDWD Gaia EDR3 3553547505673105536,3553547505673105536,161.3535887,-20.5917139,-4.779,0.902,4.595,1.390,6.793,0.870,19.9740,192.90,2.41,20.3179,101.92,6.05,19.0859,184.00,8.57,,,,,,,,,,,,,,,,,,,,,,,20.41540,19.66200,19.36370,19.28030,19.21760,0.02951,0.01530,0.01474,0.01008,0.01367,,,,,,,6.985,0.038,0.066,5258,97,181,0.200,0.001,0.000,0.2168,0.2168,0.6413,-2.327,0.009,0.000,nan,nan,nan,,,3553927760600984704,161.5480091,-20.3513386,-5.820,0.928,1.967,0.732,4.026,0.663,20.0729,176.10,0.95,20.5358,83.39,6.20,19.1372,175.50,8.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nan,nan,nan,nan,,,,,215352.2184087,5.042,0.527,1.3398555210597014
WDWD Gaia EDR3 3554064581079085184,3554064581079085312,162.3859179,-19.7651147,-1.626,0.384,-21.136,0.317,11.644,0.308,19.2601,372.31,0.95,19.6965,180.64,8.72,18.6606,272.21,6.62,,,,,,,,,,,,,,,18.9540,,,,,,0.0105,,19.75070,19.23100,19.01980,18.92220,18.97110,0.01875,0.01221,0.01439,0.01617,0.03682,,,,,,,7.980,0.049,0.051,5250,77,80,0.570,0.030,0.032,4.0289,0.2000,0.2214,0.887,0.293,0.275,21.4623,42.5292,11.0357,,,3554064581079085184,162.3885886,-19.7654299,-1.893,0.273,-22.344,0.229,11.940,0.210,18.8836,526.65,1.01,19.2317,277.17,8.44,18.3479,363.08,9.13,,,,,,,,,,,,,,18.6528,18.6043,18.6603,,,,0.0515,0.0107,0.1251,19.25450,18.86360,18.69630,18.65380,18.63090,0.00728,0.00681,0.00527,0.01439,0.03344,,,,,,,7.933,0.049,0.047,5639,85,85,0.546,0.029,0.028,2.4961,0.0769,0.0873,0.680,0.248,0.243,45.1931,87.4875,27.8485,,,769.8136474,11.846,0.173,1.969554465349643e-05
WDWD Gaia EDR3 3554511326397191296,3554511326397191296,159.4124489,-20.1750640,-61.826,0.196,-24.074,0.176,6.881,0.164,18.4117,813.31,1.49,18.4516,568.55,15.02,18.3632,358.00,9.60,,,,,,,,,,,,,,,18.6998,,,,,,0.0607,,18.44210,18.50290,18.66550,18.79860,18.85440,0.00723,0.00576,0.00731,0.00890,0.03091,,,,,,,8.292,0.060,0.058,10164,323,355,0.783,0.040,0.039,0.9281,0.0160,0.0164,3.414,0.168,0.206,1.2419,0.0646,0.0423,,,3554511326397340928,159.4107121,-20.1757139,-61.707,0.929,-23.140,0.993,6.563,0.604,20.2546,148.98,0.94,20.5729,80.59,7.42,19.8128,94.20,7.85,,,,,,,,,,,,,,,,,,,,,,,20.67680,20.23620,20.07240,20.09130,19.99860,0.02162,0.01286,0.01157,0.01789,0.03401,,,,,,,8.121,0.063,0.060,5701,118,124,0.661,0.040,0.039,3.7499,0.3281,0.2722,2.549,0.386,0.837,4.4867,1.2221,0.3678,,,921.0626119,6.860,0.158,1.0463757478946808e-05
WDWD Gaia EDR3 3562301606798072320,3562301611094074240,171.0298707,-12.5785174,-46.253,0.195,-150.713,0.127,16.061,0.150,18.2600,935.27,1.53,18.6141,489.54,10.89,17.7941,604.69,11.78,,,,,,,,,,,,,,,18.1500,18.0534,,,,,0.0101,0.0757,18.58100,18.26520,18.13740,18.12810,18.14630,0.01845,0.00470,0.00785,0.00824,0.01920,,,,,,,8.149,0.038,0.038,5943,71,72,0.680,0.020,0.021,3.4470,0.1502,0.1598,2.779,0.149,0.260,4.0221,0.2372,0.1797,,,3562301606798072320,171.0223723,-12.5791297,-46.075,0.079,-150.638,0.053,15.896,0.065,16.6470,4131.79,3.13,16.7859,2636.73,13.10,16.4419,2100.85,12.21,,,,,,,,,,,17.1088,17.1133,16.7234,16.7073,16.7637,16.8448,0.0772,0.0210,0.0116,0.0075,0.0051,0.0066,16.75310,16.70640,16.75140,16.83460,16.89540,0.00581,0.00514,0.00268,0.00507,0.00871,16.357,16.157,16.087,0.115,0.141,0.000,7.843,0.038,0.038,8178,98,98,0.506,0.012,0.013,0.8652,0.0123,0.0125,0.335,0.108,0.111,181.5989,761.1197,54.7046,,,1660.4732305,15.922,0.060,5.760999674238067e-06
