System_Name,source_id_1,ra_1,dec_1,pmra_1,pmra_error_1,pmdec_1,pmdec_error_1,parallax_1,parallax_error_1,phot_g_mean_mag_1,phot_g_mean_flux_1,phot_g_mean_flux_error_1,phot_bp_mean_mag_1,phot_bp_mean_flux_1,phot_bp_mean_flux_error_1,phot_rp_mean_mag_1,phot_rp_mean_flux_1,phot_rp_mean_flux_error_1,u_sdss_1,g_sdss_1,r_sdss_1,i_sdss_1,z_sdss_1,e_u_sdss_1,e_g_sdss_1,e_r_sdss_1,e_i_sdss_1,e_z_sdss_1,u_smap_1,v_smap_1,g_smap_1,r_smap_1,i_smap_1,z_smap_1,e_u_smap_1,e_v_smap_1,e_g_smap_1,e_r_smap_1,e_i_smap_1,e_z_smap_1,g_pstarr_1,r_pstarr_1,i_pstarr_1,z_pstarr_1,y_pstarr_1,e_g_pstarr_1,e_r_pstarr_1,e_i_pstarr_1,e_z_pstarr_1,e_y_pstarr_1,j_tmass_1,h_tmass_1,ks_tmass_1,e_j_tmass_1,e_h_tmass_1,e_ks_tmass_1,LoggH_1,e_LoggH_upper_1,e_LoggH_lower_1,TeffH_1,e_TeffH_upper_1,e_TeffH_lower_1,MassH_1,e_MassH_upper_1,e_MassH_lower_1,cool_ageH_1,e_cool_ageH_upper_1,e_cool_ageH_lower_1,init_mass_1,e_init_mass_upper_1,e_init_mass_lower_1,tot_age_1,e_tot_age_upper_1,e_tot_age_lower_1,sp_type_1,sp_type_source_1,source_id_2,ra_2,dec_2,pmra_2,pmra_error_2,pmdec_2,pmdec_error_2,parallax_2,parallax_error_2,phot_g_mean_mag_2,phot_g_mean_flux_2,phot_g_mean_flux_error_2,phot_bp_mean_mag_2,phot_bp_mean_flux_2,phot_bp_mean_flux_error_2,phot_rp_mean_mag_2,phot_rp_mean_flux_2,phot_rp_mean_flux_error_2,u_sdss_2,g_sdss_2,r_sdss_2,i_sdss_2,z_sdss_2,e_u_sdss_2,e_g_sdss_2,e_r_sdss_2,e_i_sdss_2,e_z_sdss_2,u_smap_2,v_smap_2,g_smap_2,r_smap_2,i_smap_2,z_smap_2,e_u_smap_2,e_v_smap_2,e_g_smap_2,e_r_smap_2,e_i_smap_2,e_z_smap_2,g_pstarr_2,r_pstarr_2,i_pstarr_2,z_pstarr_2,y_pstarr_2,e_g_pstarr_2,e_r_pstarr_2,e_i_pstarr_2,e_z_pstarr_2,e_y_pstarr_2,j_tmass_2,h_tmass_2,ks_tmass_2,e_j_tmass_2,e_h_tmass_2,e_ks_tmass_2,LoggH_2,e_LoggH_upper_2,e_LoggH_lower_2,TeffH_2,e_TeffH_upper_2,e_TeffH_lower_2,MassH_2,e_MassH_upper_2,e_MassH_lower_2,cool_ageH_2,e_cool_ageH_upper_2,e_cool_ageH_lower_2,init_mass_2,e_init_mass_upper_2,e_init_mass_lower_2,tot_age_2,e_tot_age_upper_2,e_tot_age_lower_2,sp_type_2,sp_type_source_2,sep_AU,wtd_par,e_wtd_par,R_chance_align
WDWD Gaia EDR3 3562650151984292224,3562650151984292224,165.0951209,-16.0035366,62.197,0.122,-59.070,0.106,22.000,0.112,17.6156,1693.27,2.08,17.8965,948.04,11.19,17.1864,1058.31,10.94,,,,,,,,,,,,,17.8242,17.6758,17.5110,17.4594,,,0.0290,0.0726,0.0166,0.0234,17.93530,17.61960,17.52330,17.50470,17.51710,0.00569,0.00284,0.00296,0.00442,0.00857,16.570,16.435,15.348,0.125,0.257,0.000,8.271,0.038,0.038,6152,74,74,0.761,0.015,0.015,4.0774,0.0833,0.0745,3.292,0.083,0.079,4.4278,0.0868,0.0788,DA,this work,3562650151984291840,165.0909928,-16.0044208,62.213,0.138,-60.181,0.115,21.859,0.120,17.9116,1289.20,1.74,18.2700,672.06,12.23,17.3631,899.36,14.21,,,,,,,,,,,,,18.2418,17.9868,17.7269,17.6486,,,0.0233,0.1229,0.0120,0.0327,18.34240,17.88540,17.73170,17.66440,17.65410,0.00462,0.00537,0.00480,0.00405,0.01216,16.773,16.004,15.875,0.158,0.000,0.000,8.155,0.038,0.038,5531,66,66,0.682,0.019,0.019,4.6691,0.1122,0.1149,2.797,0.132,0.220,5.2293,0.1878,0.1337,DC,this work,667.2320670,21.934,0.082,2.423868006980467e-06
WDWD Gaia EDR3 3564033062733903104,3564033062733903104,164.4062646,-13.4053174,-64.717,0.521,-19.216,0.522,7.493,0.561,19.7001,248.26,1.13,19.9270,146.09,9.67,19.4124,136.20,8.19,,,,,,,,,,,,,,,,,,,,,,,19.87080,19.72740,19.67620,19.73720,19.57770,0.01279,0.01171,0.00835,0.01366,0.09577,,,,,,,8.431,0.113,0.118,6981,366,441,0.869,0.076,0.078,3.7251,0.1765,0.1302,3.806,1.032,0.357,3.9572,0.1912,0.1689,,,3564033062733903360,164.4067806,-13.4041375,-61.652,0.787,-19.712,0.683,7.951,0.777,20.1675,161.42,1.13,20.4876,87.17,7.00,19.7778,97.28,10.78,,,,,,,,,,,,,,,,,,,,,,,20.51050,20.12990,20.03860,19.95530,19.70060,0.02425,0.01150,0.04700,0.01531,0.09740,,,,,,,8.245,0.132,0.127,5767,254,287,0.742,0.087,0.086,4.7182,0.4646,0.2535,3.194,0.414,0.709,5.0992,0.6186,0.2771,,,603.4147259,7.650,0.455,7.885073930109535e-06
WDWD Gaia EDR3 3566532561902107904,3566532561902107648,169.0948093,-10.5875575,-7.182,0.312,55.363,0.243,11.874,0.331,18.9932,476.06,1.27,19.3471,249.21,8.31,18.5194,310.04,13.04,20.4482,19.4546,18.9751,18.8017,18.7987,0.0547,0.0113,0.0104,0.0120,0.0322,,,,,18.7897,18.8891,,,,,0.0108,0.0473,19.39290,18.97780,18.82060,18.79540,18.76720,0.01134,0.00475,0.00671,0.01075,0.03530,,,,,,,8.080,0.038,0.038,5758,69,69,0.635,0.018,0.018,3.2155,0.1601,0.1657,2.119,0.307,0.565,4.4479,1.3468,0.4194,DA,2020ApJ...898...84K,3566532561902107904,169.0989049,-10.5877058,-6.167,0.211,55.839,0.167,11.650,0.222,18.3033,898.68,1.62,18.5376,525.25,9.16,17.9465,525.48,11.42,19.2648,18.6039,18.3004,18.2303,18.2808,0.0265,0.0076,0.0074,0.0087,0.0224,,,18.3930,18.3469,18.2960,18.4035,,,0.0234,0.0373,0.0154,0.0775,18.57530,18.31840,18.24410,18.24950,18.26060,0.00793,0.00491,0.00429,0.00764,0.01361,,,,,,,7.984,0.038,0.038,6606,79,79,0.581,0.016,0.016,1.7784,0.0392,0.0386,0.981,0.156,0.140,14.0160,8.6750,4.9844,DA,2020ApJ...898...84K,1237.5272038,11.719,0.185,0.0005255004582971157
WDWD Gaia EDR3 3567504534475424640,3567504465756011776,180.9716902,-17.5985312,-191.987,0.880,-70.286,0.790,9.199,0.856,20.2979,143.15,0.97,20.7937,65.75,8.52,19.7225,102.36,8.62,,,,,,,,,,,,,,,,,,,,,,,20.93010,20.22970,19.97240,19.86110,19.76210,0.05026,0.01459,0.01688,0.05149,0.03959,,,,,,,7.940,0.161,0.150,4836,204,214,0.542,0.091,0.093,5.9907,1.0102,0.8085,0.648,1.438,0.811,55.5493,nan,48.2795,,,3567504534475424640,180.9673080,-17.5969660,-194.617,0.965,-70.220,0.752,8.287,0.870,20.2410,150.86,0.95,20.7254,70.03,5.67,19.6332,111.14,9.39,,,,,,,,,,,,,,,,,,,,,,,20.85510,20.20710,19.90800,19.77910,19.72530,0.09360,0.02480,0.02327,0.02238,0.05561,,,,,,,7.899,0.175,0.165,4845,220,228,0.519,0.095,0.101,5.4657,1.0674,0.8429,0.444,1.018,0.877,131.0982,nan,122.4951,,,1835.0747743,8.751,0.610,2.2299749777662225e-09
WDWD Gaia EDR3 3571201264366729472,3571201264366729600,181.9127216,-12.9545590,73.027,0.899,-51.579,0.770,5.885,0.695,20.2189,153.96,0.86,20.5011,86.09,8.30,19.8788,88.64,7.93,,,,,,,,,,,,,,,,,,,,,,,20.54520,20.21450,20.09120,20.07430,19.81030,0.02670,0.03555,0.04226,0.03277,0.29563,,,,,,,8.053,0.186,0.163,6355,396,423,0.622,0.110,0.105,2.1866,0.2486,0.4519,1.724,1.419,1.298,4.0629,136.7321,1.5431,,,3571201264366729472,181.9133807,-12.9556642,74.180,0.628,-51.237,0.544,5.518,0.492,19.9540,196.49,0.77,20.3030,103.33,5.90,19.6432,110.13,8.39,,,,,,,,,,,,,,,,,,,,,,,20.19870,19.96400,19.83720,19.84880,19.77060,0.02535,0.01775,0.02033,0.04276,0.07661,,,,,,,7.903,0.160,0.167,6456,353,423,0.533,0.087,0.100,1.6743,0.1208,0.1632,0.568,1.085,0.872,72.6457,nan,68.8495,,,815.7945708,5.641,0.402,1.3589021374026597e-07
WDWD Gaia EDR3 3583839287239778176,3583839287239779072,183.9662717,-7.6233797,-55.418,1.088,-29.638,0.784,7.851,1.086,20.4810,120.93,0.86,20.8355,63.28,7.81,19.8622,90.00,9.75,,,,,,,,,,,,,,20.4631,,,,,,0.0373,,,21.03490,20.47830,20.16050,20.17500,20.06860,0.02531,0.02094,0.01681,0.02373,0.04553,,,,,,,7.631,0.251,0.268,5196,305,380,0.385,0.106,0.140,2.2146,0.1789,0.2768,-0.718,0.921,1.217,nan,nan,nan,,,3583839287239778176,183.9692224,-7.6254253,-53.557,0.903,-30.466,0.583,4.463,0.832,20.1352,166.29,0.89,20.5122,85.22,7.77,19.6167,112.84,8.33,,,,,,,,,,,,,20.4005,20.1502,,,,,0.0161,0.0174,,,20.57290,20.12820,19.89850,19.88990,19.77860,0.03865,0.01675,0.01036,0.01816,0.06185,,,,,,,7.614,0.255,0.245,5560,342,403,0.381,0.105,0.125,1.7199,0.1376,0.2205,-0.753,0.910,1.090,nan,nan,nan,,,2247.5480080,5.717,0.660,0.0001269834649023977
WDWD Gaia EDR3 3591780205029721216,3591780205029721216,174.8507669,-8.7770164,-175.895,0.091,88.783,0.067,8.018,0.081,17.0653,2810.76,3.06,17.0883,1995.66,13.52,17.1024,1143.42,10.67,,,,,,,,,,,17.4285,17.4159,16.9842,17.1509,17.4345,17.6622,0.0279,0.0066,0.0086,0.0121,0.0088,0.0274,16.98700,17.16580,17.38990,17.61200,17.72120,0.00407,0.00494,0.00168,0.00434,0.01103,,,,,,,7.893,0.038,0.038,11865,213,225,0.545,0.014,0.014,0.3490,0.0078,0.0073,0.666,0.122,0.125,45.9982,33.0530,19.5867,,,3591685337791272576,174.8490130,-8.8317417,-175.539,1.166,88.792,0.943,9.040,0.733,20.4001,130.29,0.98,20.8503,62.42,5.86,19.5603,118.86,12.27,,,,,,,,,,,,,,,,,,,,,,,20.86060,20.18380,19.96050,19.90650,19.66470,0.05184,0.03106,0.02960,0.02301,0.08000,,,,,,,7.830,0.077,0.077,4854,91,102,0.480,0.041,0.044,4.5745,0.4174,0.4025,0.108,0.356,0.382,3015.4248,nan,2897.1570,,,24545.2226059,8.030,0.081,0.00014509780970646836
WDWD Gaia EDR3 3597685304025829760,3597685304024705664,181.6956252,-4.4370843,-143.420,1.030,-131.430,0.696,7.090,0.968,20.4561,123.73,0.60,20.6473,75.25,8.60,19.7367,101.04,7.67,,,,,,,,,,,,,,,,,,,,,,,,20.30710,20.09260,19.99170,19.71000,,0.00218,0.02047,0.05131,0.05953,,,,,,,7.874,0.322,0.293,4865,401,460,0.504,0.162,0.183,5.0053,1.3792,0.9224,0.318,2.308,1.589,258.6826,nan,253.0052,,,3597685304025829760,181.6953634,-4.4365993,-140.382,1.179,-130.237,0.713,9.119,1.125,20.4535,124.03,0.64,20.7453,68.75,10.73,19.6631,108.12,10.63,,,,,,,,,,,,,,19.8796,19.5855,,,,,0.0657,0.0485,,,,,,,,,,,,,,,,,,7.550,0.347,0.439,4601,367,533,0.342,0.125,0.232,3.3324,0.7164,1.5575,-1.092,1.090,2.017,nan,nan,nan,,,249.2795539,7.953,0.734,4.202711298477762e-24
WDWD Gaia EDR3 3603920492731480960,3603920595812980864,204.2175943,-16.3363760,9.474,0.201,-1.016,0.149,5.232,0.171,18.4797,763.99,1.49,18.4881,549.78,12.30,18.5900,290.51,9.76,,,,,,,,,,,18.6345,18.6859,18.5802,18.5689,18.8672,18.9678,0.0409,0.0153,0.0532,0.0215,0.0133,0.0208,18.38170,18.63440,18.86190,19.10610,19.33030,0.00443,0.01154,0.01626,0.02362,0.08288,,,,,,,8.344,0.038,0.038,14203,447,432,0.824,0.023,0.024,0.4143,0.0130,0.0153,3.587,0.109,0.095,0.6880,0.0257,0.0260,DA,this work,3603920492731480960,204.2156931,-16.3389190,9.603,0.118,-0.463,0.090,4.997,0.103,17.6044,1710.77,2.41,17.5334,1324.57,12.91,17.7669,620.03,12.26,,,,,,,,,,,17.4560,17.5572,17.4991,17.7496,18.1339,18.4403,0.0135,0.0404,0.0112,0.0082,0.0082,0.0524,17.47380,17.78390,18.10090,18.34480,18.46980,0.00368,0.00481,0.00663,0.00659,0.01530,,,,,,,8.172,0.038,0.038,19995,562,573,0.726,0.022,0.022,0.1037,0.0039,0.0040,3.107,0.115,0.155,0.5184,0.0660,0.0430,DA,this work,2226.9825604,5.059,0.088,0.00010604122578437503
WDWD Gaia EDR3 3620715807724079616,3620715807724078848,206.9656006,-5.7837953,-25.015,0.841,-15.900,0.742,3.890,0.675,20.4301,126.74,0.74,20.5455,82.65,6.85,20.0747,74.01,9.83,,,,,,,,,,,,,20.4849,20.3964,,,,,0.0168,0.0192,,,20.62890,20.40680,20.40700,20.48530,20.32370,0.02340,0.02675,0.02041,0.03807,0.15049,,,,,,,8.325,0.090,0.089,7291,281,317,0.800,0.060,0.060,2.7198,0.2734,0.2039,3.489,0.269,0.303,3.0162,0.2871,0.2114,,,3620715807724079616,206.9663595,-5.7812582,-24.599,0.196,-16.219,0.162,4.840,0.169,18.3112,892.21,1.70,18.2819,664.73,11.97,18.3542,360.99,11.75,,,,,,,,,,,18.6768,18.6406,18.2374,18.4039,18.6937,18.8965,0.0147,0.0092,0.0109,0.0076,0.0093,0.0264,18.23570,18.41870,18.62990,18.84850,18.95530,0.00659,0.01071,0.00662,0.00843,0.01774,,,,,,,7.976,0.047,0.045,11850,385,438,0.591,0.028,0.027,0.3930,0.0163,0.0123,1.071,0.545,0.236,9.3605,12.5338,6.6950,,,1991.7597586,4.784,0.164,0.0002722373751902974
WDWD Gaia EDR3 3623035884633243008,3623035639819942400,196.9893778,-10.3054051,-44.328,0.581,-5.336,0.377,6.923,0.570,19.7440,238.42,1.09,19.8473,157.22,9.37,19.2621,156.43,8.97,,,,,,,,,,,,,,,19.6113,,,,,,0.0372,,19.98240,19.70230,19.61060,19.60850,19.48840,0.01232,0.01062,0.01846,0.01704,0.03674,,,,,,,7.943,0.054,0.053,6271,121,127,0.555,0.031,0.032,1.9108,0.0584,0.0635,0.760,0.271,0.275,31.4105,74.1491,19.2162,,,3623035884633243008,196.9499952,-10.2996309,-44.264,0.104,-4.937,0.078,6.664,0.091,16.9129,3234.22,3.37,16.8736,2432.15,12.56,17.0324,1219.53,12.44,,,,,,,,,,,16.9556,16.9866,16.8235,17.0014,17.3824,17.6213,0.0098,0.0083,0.0076,0.0270,0.0094,0.0301,16.78840,17.08360,17.36590,17.59150,17.75210,0.00325,0.00573,0.00547,0.00442,0.01215,,,,,,,7.888,0.038,0.038,16306,336,376,0.554,0.016,0.017,0.1226,0.0039,0.0038,0.747,0.136,0.148,31.2181,32.5576,13.4159,,,21144.1966960,6.670,0.090,0.04365664164983486
WDWD Gaia EDR3 3637326748360278016,3637326748360277504,203.8732057,-2.8961699,-94.636,1.126,-46.109,0.572,7.264,0.790,20.3689,134.09,0.75,20.5386,83.17,6.39,19.7371,100.99,8.17,21.9178,20.9179,20.3720,20.1897,20.1572,0.2101,0.0390,0.0309,0.0382,0.1301,,,20.6830,20.2823,20.1808,,,,0.0167,0.0194,0.0263,,20.82450,20.32760,20.14340,20.14530,19.98180,0.01648,0.01320,0.02107,0.03656,0.10292,,,,,,,7.932,0.109,0.100,5581,164,166,0.545,0.062,0.061,2.5759,0.1835,0.2760,0.670,0.618,0.528,47.3091,1962.8933,39.9638,,,3637326748360278016,203.8698082,-2.8948637,-92.778,0.901,-46.052,0.421,5.509,0.586,20.0298,183.25,0.74,20.4223,92.57,6.73,19.3869,139.44,8.30,22.8929,20.7237,19.9786,19.7122,19.5494,0.4868,0.0339,0.0233,0.0264,0.0787,,,20.4041,20.0170,19.7267,,,,0.0335,0.0179,0.0204,,20.60030,19.96710,19.75660,19.57410,19.63400,0.02005,0.01418,0.01072,0.01853,0.05500,,,,,,,7.122,0.064,0.088,4909,136,99,0.201,0.001,0.025,1.5020,0.4927,0.0930,-2.316,0.011,0.221,nan,nan,nan,,,2134.6389058,6.132,0.471,8.511659549958879e-07
WDWD Gaia EDR3 3640694449397210880,3640694449397211008,213.3743607,-6.5422746,12.840,0.439,1.265,0.374,4.128,0.515,19.3792,333.62,1.32,19.4656,223.44,13.68,19.4260,134.51,13.51,,,,,,,,,,,,,,,,,,,,,,,19.28560,19.49430,19.73390,19.96400,20.04960,0.00887,0.00902,0.01451,0.01897,0.03292,,,,,,,8.817,0.079,0.071,13400,1135,1426,1.111,0.044,0.037,1.2564,0.1830,0.1331,6.771,0.439,0.369,1.3130,0.1832,0.1333,,,3640694449397210880,213.3734293,-6.5409868,11.974,0.221,1.035,0.193,5.217,0.255,18.4335,797.17,2.18,18.4653,561.44,22.66,18.4274,337.44,16.30,,,,,,,,,,,,,18.1663,18.1605,,,,,0.0218,0.0415,,,18.37220,18.51410,18.70460,18.89140,19.01630,0.00629,0.00698,0.00566,0.01172,0.01434,,,,,,,8.113,0.087,0.080,12199,771,975,0.673,0.055,0.052,0.4390,0.0403,0.0271,2.713,0.407,1.014,1.0555,1.3398,0.2086,,,1140.9789458,5.004,0.228,0.0002989366252522567
WDWD Gaia EDR3 3643248408749505536,3643248408749505536,216.0919886,-3.2953309,-125.728,0.332,7.458,0.214,6.659,0.219,18.9906,477.22,1.24,19.1890,288.29,8.48,18.7103,260.03,5.60,19.6431,19.1561,19.0119,19.0455,19.0729,0.0303,0.0107,0.0113,0.0140,0.0426,,,,19.0624,19.1083,19.1104,,,,0.0127,0.0105,0.0248,19.13130,19.05780,19.04980,19.10460,19.11990,0.01713,0.00642,0.00905,0.01201,0.03671,,,,,,,7.936,0.044,0.044,7752,139,138,0.556,0.025,0.026,1.1069,0.0180,0.0195,0.767,0.221,0.226,29.6987,49.9871,16.6725,,,3643247687194998656,216.1159932,-3.2965023,-125.646,0.337,7.414,0.238,6.166,0.244,19.1798,400.88,1.07,19.3566,247.04,8.49,18.7799,243.90,10.78,19.8645,19.3858,19.1843,19.1607,19.2438,0.0352,0.0123,0.0125,0.0153,0.0496,,,,,19.2050,,,,,,0.0231,,19.38200,19.21500,19.19490,19.21330,19.21750,0.01292,0.00481,0.00683,0.02005,0.03316,,,,,,,7.917,0.045,0.045,7347,126,130,0.545,0.026,0.026,1.2347,0.0223,0.0262,0.668,0.225,0.225,46.5103,80.9487,28.2237,,,13415.5569571,6.439,0.163,7.1948497378705276e-06
WDWD Gaia EDR3 3645814467025031296,3645814462730011648,214.6626120,-3.9373278,-19.906,0.358,-11.604,0.309,4.074,0.354,19.4337,317.31,1.10,19.4952,217.44,9.28,19.3105,149.61,9.92,,,,,,,,,,,,,19.4074,19.4723,19.6075,,,,0.0106,0.0269,0.0414,,19.38840,19.51270,19.66290,19.87370,19.95270,0.01164,0.01027,0.00896,0.02511,0.04410,,,,,,,8.382,0.109,0.106,10822,672,822,0.844,0.073,0.070,0.9061,0.0317,0.0294,3.678,0.788,0.313,1.1621,0.0787,0.1075,,,3645814467025031296,214.6575028,-3.9396881,-19.306,0.359,-11.469,0.303,4.528,0.345,19.4255,319.70,1.06,19.3825,241.23,6.69,19.3176,148.64,10.70,,,,,,,,,,,,,,,,,,,,,,,19.38830,19.50130,19.68160,19.84290,19.83880,0.00854,0.01060,0.00969,0.02182,0.03004,,,,,,,8.370,0.123,0.121,10829,766,996,0.836,0.082,0.080,0.8832,0.0379,0.0346,3.642,0.848,0.374,1.1460,0.1024,0.1175,,,4694.6269777,4.307,0.247,0.00027006742213253994
WDWD Gaia EDR3 3647484552174618368,3647484556468720256,213.5786174,-1.3709465,1.306,0.394,-29.467,0.289,4.703,0.291,19.1105,427.32,1.38,19.2841,264.12,12.04,19.1369,175.55,13.86,19.5661,25.1140,20.3496,19.0155,22.8269,0.0338,0.9816,0.0345,0.0184,0.7717,,19.6087,,,19.1317,,,0.0353,,,0.0108,,19.18730,19.12170,19.15780,19.19020,19.12770,0.00681,0.00885,0.01219,0.01190,0.04408,,,,,,,7.554,0.092,0.097,8082,261,301,0.369,0.037,0.043,0.6483,0.0149,0.0151,-0.857,0.321,0.372,nan,nan,nan,DA,2015MNRAS.446.4078K,3647484552174618368,213.5817267,-1.3717293,-0.062,0.561,-29.317,0.356,4.482,0.302,18.6222,670.00,2.65,18.2023,715.33,37.47,17.9686,514.91,25.01,18.9692,18.2656,24.8951,17.9395,17.7029,0.0688,0.0200,5.5825,0.0297,0.0699,,,,,,,,,,,,,,,18.62940,,,,,0.00880,,,,,,,,,7.044,0.092,0.134,8250,357,415,0.215,0.015,0.034,0.2772,0.1723,0.0537,-2.201,0.126,0.292,nan,nan,nan,DA,2015MNRAS.446.4078K,2510.6583518,4.596,0.209,0.001660381796232358
WDWD Gaia EDR3 366253924579383680,366314397718991232,6.4594596,35.9160315,-3.189,1.724,8.116,1.616,15.294,1.724,20.3631,134.81,0.84,20.8010,65.31,5.06,18.9565,207.28,4.68,23.6577,21.4732,20.0880,19.2917,18.8683,0.6198,0.0445,0.0234,0.0176,0.0379,,,,,,,,,,,,,21.23630,20.08830,19.37210,19.03590,18.81560,0.06528,0.00881,0.00715,0.02145,0.02302,,,,,,,7.429,0.038,0.038,3029,36,36,0.289,0.011,0.014,7.0116,0.2076,0.2362,-1.550,0.093,0.126,nan,nan,nan,,,366253924579383680,6.5889400,35.5982337,-2.282,0.488,7.195,0.337,16.011,0.546,18.1528,1032.40,1.54,18.1375,759.31,6.10,16.9442,1322.79,8.39,19.4612,18.2601,17.6957,17.2928,17.0219,0.0248,0.0066,0.0057,0.0057,0.0111,,,,,,,,,,,,,18.22850,17.73410,17.31900,17.16180,17.01750,0.00573,0.01313,0.00422,0.00733,0.01710,,,,,,,7.101,0.038,0.038,5123,61,61,0.200,0.001,0.009,1.2479,0.0566,0.0513,-2.327,0.009,0.078,nan,nan,nan,,,75568.4692866,15.946,0.521,1.123517595691541
WDWD Gaia EDR3 366751071342668032,366751071342668032,8.9896118,37.5912082,53.573,0.316,-17.753,0.301,6.021,0.380,19.6954,249.33,0.74,19.7224,176.38,8.89,19.3886,139.23,7.99,20.3404,19.7943,19.7985,19.8893,19.8077,0.0415,0.0141,0.0170,0.0259,0.0810,,,,,,,,,,,,,19.75780,19.72820,19.82790,19.90360,19.82330,0.02806,0.02381,0.01567,0.03526,0.07095,,,,,,,8.413,0.074,0.074,8162,280,311,0.859,0.049,0.049,2.3405,0.1739,0.1303,3.755,0.580,0.222,2.5820,0.1795,0.1511,,,366751075632317184,8.9893009,37.5917321,52.685,0.367,-17.066,0.349,5.731,0.442,19.8686,212.57,0.77,20.2371,109.80,11.40,19.6320,111.26,16.86,20.5507,20.0722,19.9325,19.9768,20.1725,0.0478,0.0167,0.0187,0.0277,0.1111,,,,,,,,,,,,,20.00560,19.87810,19.96950,20.00760,19.94570,0.01772,0.03323,0.02259,0.12437,0.04156,,,,,,,8.404,0.072,0.073,7670,250,275,0.853,0.048,0.048,2.7815,0.1826,0.1299,3.722,0.474,0.214,3.0291,0.1880,0.1469,,,353.4080359,5.898,0.288,2.9502879159510864e-07
WDWD Gaia EDR3 3671982392794432128,3671982392794432128,209.5869116,4.8399147,-44.179,0.326,-8.632,0.243,6.964,0.284,19.3565,340.69,0.85,19.6223,193.41,7.71,19.1072,180.42,8.53,20.2098,19.6216,19.3587,19.3514,19.4315,0.0529,0.0137,0.0141,0.0180,0.0699,,,,,,,,,,,,,19.54460,19.40050,19.30560,19.30150,19.31840,0.02988,0.00741,0.01237,0.02056,0.02880,,,,,,,8.018,0.052,0.051,6829,129,133,0.602,0.031,0.031,1.7177,0.0532,0.0562,1.216,0.867,0.323,7.5013,11.2155,4.4947,,,3671982392796272512,209.5870253,4.8392493,-46.279,0.409,-9.676,0.301,6.992,0.375,19.6636,256.75,0.86,19.8114,162.50,13.11,19.3157,148.89,12.87,20.9202,20.0051,19.7069,19.6781,19.5016,0.0947,0.0177,0.0180,0.0232,0.0749,,,,,,,,,,,,,19.94580,19.65750,19.54910,19.55530,19.50440,0.01016,0.01693,0.02029,0.02527,0.04379,,,,,,,7.971,0.049,0.051,6185,100,106,0.571,0.029,0.031,2.0697,0.0749,0.0822,0.899,0.295,0.272,18.6574,39.1320,10.4305,,,348.4252305,6.974,0.226,5.2889877594315945e-06
WDWD Gaia EDR3 3682458814461982592,3682458986260679808,193.7438945,-2.3023704,-8.525,0.650,-51.946,0.589,8.373,0.541,19.5494,285.24,1.11,19.7946,165.04,5.92,19.1041,180.93,8.09,20.5719,19.8466,19.5539,19.4205,19.5122,0.0606,0.0153,0.0162,0.0205,0.0850,,,19.7242,,19.4840,,,,0.0693,,0.0189,,19.81510,19.53400,19.44270,19.44570,19.48860,0.01197,0.00434,0.01042,0.01569,0.03206,,,,,,,8.174,0.038,0.038,6390,77,77,0.698,0.018,0.019,2.8791,0.1308,0.1185,2.911,0.138,0.138,3.3807,0.1512,0.1348,,,3682458814461982592,193.7419525,-2.3107225,-8.613,0.096,-53.392,0.082,7.954,0.080,16.6353,4176.76,3.99,16.5938,3146.96,14.72,16.7588,1569.07,10.90,16.7138,16.4684,16.7751,17.0402,17.3120,0.0065,0.0037,0.0044,0.0054,0.0153,16.7712,16.7790,16.5064,16.7063,17.0983,17.3748,0.0164,0.0109,0.0157,0.0303,0.0049,0.0075,16.50690,16.77910,17.06190,17.30210,17.46590,0.00484,0.00474,0.00266,0.00390,0.01056,16.908,16.723,16.200,0.156,0.000,0.000,7.953,0.038,0.038,15994,342,350,0.588,0.016,0.016,0.1496,0.0043,0.0044,1.045,0.205,0.138,9.9268,6.2784,4.4995,DA,2009A&A...505..441K,3876.5948804,7.963,0.079,0.0005738294912842922
WDWD Gaia EDR3 3683329833829422464,3683329833829422464,189.3637027,-1.8363111,-72.655,0.715,-54.151,0.516,8.543,0.644,20.1496,164.10,0.82,20.6062,78.15,7.50,19.5788,116.85,5.02,21.5740,20.5867,20.1311,19.9406,19.8470,0.1347,0.0272,0.0277,0.0356,0.1148,,,,,,,,,,,,,20.56900,20.15540,19.88180,19.83830,19.81590,0.01811,0.01620,0.02564,0.02028,0.04129,,,,,,,8.309,0.085,0.074,5614,153,147,0.784,0.057,0.050,5.7152,0.1556,0.1643,3.416,0.250,0.264,6.0285,0.1769,0.1733,,,3683329833829421696,189.3647467,-1.8418863,-71.607,1.139,-53.119,0.873,8.772,1.203,20.6737,101.27,0.93,20.8375,63.15,10.34,20.0062,78.83,9.02,23.0009,21.4376,20.6046,20.2496,20.0041,0.4293,0.0522,0.0399,0.0451,0.1298,,,,20.6839,,,,,,0.0459,,,21.27410,20.64810,20.27090,20.23810,20.12660,0.03895,0.03440,0.03627,0.04053,0.01939,,,,,,,8.117,0.099,0.105,4757,136,142,0.652,0.063,0.069,8.4558,0.6237,0.3531,2.416,0.627,1.415,9.3125,10.5476,0.5466,,,2375.9573202,8.594,0.568,9.233736794277135e-10
